Company,Job Title,Full Description,Tags,Job URL
ASML Taiwan 台灣艾司摩爾,Physics | Mechanical Engineering internship: vapor chambers for laser mirrors,"Introduction
For the CO2 laser beam transport system, on the EUV source, the mirrors heat up because a fraction of the laser power is absorbed by each mirror. This causes thermo-mechanical deformation of the mirror surface which results in opto-mechanical drifts of the laser beam, despite the current water cooling concept on the backside of the mirror.
Your Assignment
The goal of this assignment is to study and develop a solution using vapor chambers between the optical surface and the cooling body in order to effectively spread the heat from the localized hotspot to the cooling area. This will reduce the thermal gradients over the optical surface leading to a reduction of the opto-mechanical drifts. Vapor chambers are commonly used on high heat flux integrated Circuits (ICs) like CPU or GPUs to spread the heat towards a much larger heat sink.
The main tasks of this internship include:
Research existing literature on vapor chamber applications;
Identify their suitability for this high-power application and the desired temperature range;
Make use of simulation tools (e.g. FEM - Ansys/Comsol): modeling of thermal, mechanical and optical performance;
Communicate with supplier(s): e.g. providing specifications (thermal/mechanical/optical) for this application;
Document and present the results and findings.
This is a Master apprentice internship for 4 to 6 months, 4-5 days per week. The start date of this internship is as soon as possible.
Your profile
To be a fit for this assignment, you:
Are busy with your Master's in Mechanical Engineering, Thermal Engineering, or Physics;
Have an affinity with Multiphysics;
Are skilled in FEM - Ansys or Comsol;
Are proactive and self-propelling;
Possess good collaboration and problem-solving skills;
Have good communication skills in English (verbal and written).
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00318076-physics-mechanical-engineering-internship-vapor-chambers-08ba39bbcd57ce3bb413d7aac01fa0
ASML Taiwan 台灣艾司摩爾,Business Administration Internship: Contract Lifecycle Management,"Introduction
The success of ASML is deeply rooted in its supplier network. Contracts play an important role in managing this network, by enhancing transparency, clarifying mutual expectations and capabilities and mitigating risks. The Contract Management team is part of the Business Performance & Strategy department within ASML’s Strategic Sourcing & Procurement sector. The team’s mission is to enable a seamless contracting process that strengthens partnerships and drives ASML long term success. To achieve this mission, our team acts as a liaison between multiple cross sectoral teams.
Your assignment
Contract Lifecycle Management (CLM) is the ongoing activity to ensure an effective and efficient drafting, negotiation and implementation of ASML contracts in our Supplier Network.
Your assignment mainly consists of:
Support the project to implement a new CLM system.
Develop a SharePoint page that will be the one stop shop for all Procurement Contracting related information for all ASML sectors.
Improve the quality of Contracting data in the current and future CLM tool.
Are you enthusiastic in the prospect of working in a fast-paced environment within Procurement? Then this internship could be interesting for you!
Your Profile
To be a perfect match for this internship, you:
Are a HBO/bachelor’s or a master’s student in Business Administration or relevant field;
Have strong IT capabilities and experience;
Preferably have experience with any CLM tool and data maintenance;
Have an attention to detail, are able to work independently and are pro-active;
You have strong English communication skills (verbal and written).
​This is a HBO/bachelor or master’s apprentice internship (no thesis/graduation) with a duration of minimum 5 months, for 3-5 days a week (3 days on-site), starting as of September 2025.
Other requirements to meet:
You are enrolled at an educational institute
for the entire duration of the internship
;
You need to be located in the Netherlands to be perform your internship. In case you ‘re currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate.
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00318886-business-administration-internship-contract-lifecycle-mana-8a98357aa5154507ae75d98e874436
ASML Taiwan 台灣艾司摩爾,Co-op/Internship - Reliability Engineer,"Introduction
ASML US, including its affiliates and subsidiaries, bring together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, Netherlands and we have 18 office locations around the United States including main offices in Chandler, Arizona, San Jose and San Diego, California, Wilton, Connecticut, and Hillsboro, Oregon.
Roles and Responsibilities
As Reliability Engineers at ASML our goal is to contribute to customer satisfaction by ensuring the fulfillment of reliability requirements for our products. We do this by leading reliability engineering activities for ASML projects and providing them with state of the art reliability engineering expertise. Our team actively takes part in the design process and practices Design for Reliability (DFR) principles and activities and reliability growth management.
As a Co-Op in the Quality, Reliability and Testing Department, you will
Participate in developing portions of the lithography system and/or associated tooling and test equipment
Work on sub-systems involving robotics, mechatronics, precision mechanics and/or opto-mechanics
Consider engineering specifications, performance, lifetime, failure modes, root cause analysis, statistical analysis, reliability predictions, 6 sigma techniques, measurement system capability, etc.
Collaborate with system architects and engineers in a multidiscipline project team to develop concepts, perform engineering analysis, build and test prototypes, partner with suppliers, analyze data and support system integration and test
Remain knowledgeable and in compliance with all company Environmental Health and Safety (EHS) practices and proactively address EHS that exist within the employee's immediate work environment
Perform other duties and/or special projects as assigned
Education and Experience
Pursuing a Bachelor's, Master’s or PhD Degree in an Engineering discipline with a minimum 2.5 years completed (Must be a current student and pursuing a degree)
Skills
Working at the cutting edge of tech, you will always have new challenges and new problems to solve – and working together is the only way do that. You will not work in a silo. Instead, you will be part of a creative, dynamic work environment where you will collaborate with supportive colleagues. There is always space for creative and unique points of view. You will have the flexibility and trust to choose how best to tackle tasks and solve problems.
To thrive in this job, you will need the following skills:
Can observe and respond to people and situations and interact with others encountered in the course of work
Can learn and apply new information or skills
Must be able to read and interpret data, information and documents
Strong customer focus and commitment to customer satisfaction through prioritization, quality, efficiency and professionalism
Ability to complete assignments with attention to detail and high degree of accuracy
Proven ability to perform effectively in a demanding environment with changing workloads
Result driven-demonstrate ownership and accountability
Identifies bottlenecks and drives improvements
Work independently or as part of a team and follow through on assignments with minimal supervision
Demonstrate open, clear, concise and professional communication
Ability to establish and maintain cooperative working relationships with co-workers and customer
Work according to a strict set of procedures within the provided timelines
Other Information
This position is located on-site in Wilton, Connecticut.  It requires onsite presence to attend in-person work-related events, trainings and meetings and to further ensure teamwork, collaboration and innovation
Routinely required to sit; walk; talk; hear; use hands to keyboard, finger, handle and feel; stoop, kneel, crouch, twist, reach and stretch
Occasionally required to move around the campus
Occasionally lift and/or move up to 20 pounds
Specific vision abilities required by this job include close vision, color vision, peripheral vision, depth perception and ability to adjust focus
Must be willing to work in a clean room environment, wearing coveralls, hoods, booties, safety glasses and gloves for entire duration of shift
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.
Request an Accommodation
ASML provides reasonable accommodations to applicants for ASML employment and ASML employees with disabilities.  An accommodation is a change in work rules, facilities, or conditions which enable an individual with a disability to apply for a job, perform the essential functions of a job, and/or enjoy equal access to the benefits and privileges of employment. If you are in need of an accommodation to complete an application, participate in an interview, or otherwise participate in the employee pre-selection process, please send an email to
[email protected]
to initiate the company’s reasonable accommodation process.
Please note: This email address is solely intended to provide a method for applicants to initiate ASML’s process to request accommodation(s). Any recruitment questions should be directed to the designated Talent Acquisition member for the position.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00318632-co-op-internship-reliability-engineer-73e6a12e98012c47605891ec68c035
ASML Taiwan 台灣艾司摩爾,Physics | Optics internship: electron-optics simulations and data comparison,"Introduction
The ASML-HMI scanning electron microscopy (SEM) tools enable imaging of nm-sized features to measure and control chip processing performance. The drive of the semiconductor industry to continuously produce smaller, more powerful and more energy-efficient chips requires constant innovation of products, including our SEM products, to match chipmaker’s needs. In this respect, ASML Research provides innovative technical solutions to the company’s development and engineering (D&E) teams that allow them to continue their product roadmap. As the ASML Research SEM competence, the SEM Hardware & Applications group provides such solutions to the SEM D&E groups in Delft (for multi-beam tools) and San Jose (for single-beam tools).
Your Assignment
Our SEM tool design and operation relies on advanced simulations of the electron optics in the column. In this assignment you will be working on extending our electron optics simulation capabilities. You will use the existing simulation suite to build further understanding of the impact of electron optics components on the probe. This will entail an investigation into the impact of non-idealities in the column, e.g. offset electron-optics elements, on the probe. You will combine the simulation insights with probe characteristics obtained experimentally to draw conclusions on how to make our simulations resemble better our tools.
This is a Master graduation/apprentice internship that requires a commitment of 4-5 days a week (3 days onsite), with a duration of 6 to 9 months. The start date of this internship is as soon as possible.
Your profile
To be a fit for this assignment, you:
Are currently a Master's student in Physics, Optics or a related field;
Are a committed individual with effective problem-solving and communication skills;
Have some basic knowledge of electron microscopy;
Have some basic scientific programming skills, e.g. in MATLAB or Python;
Have an affinity with performing (electron) optics simulations;
Have good communication skills in English (verbal and written).
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement)
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00318196-physics-optics-internship-electron-optics-simulations-an-2c09ae124b1be69ede26b84bce4d84
ASML Taiwan 台灣艾司摩爾,Mechanical Engineering internship: hard ducting in designs,"Introduction
The Machine Conditioning EUV Source group designs and delivers thermal, vacuum and fluid tin supply solutions for ASML’s extreme ultraviolet (EUV) light sources. By delivering these solutions on-time and on-specification, our group helps to ensure the power and throughput roadmaps for the EUV source business line.
Your Assignment
The aim of this assignment is to create a tool to help designers select when hard ducting can be used instead of flex hoses. Flex hoses are more expensive materials compared to hard ducting. We use flex hoses when hard ducting tolerances are not acceptable for our designs.
Some of your tasks may include:
Conduct Finite Element Analysis (FEA) for different sizes of hard ducting;
Design a test setup for stress testing for different sizes of hard ducting;
Compare results and adjust parameters (boundary conditions, material data, etc.) for complex shapes;
Compile knowledge in a tool which allows users to define their design conditions and which in return provides a suggestion of which type of tubing can be used.
This is a Bachelor or Master apprentice internship for 6 to 12 months, 2 to 5 days per week (depending on your preference). The start date of this internship is around September 2025.
Your profile
To be a fit for this assignment, you:
Are busy with your bachelor's or master's in Mechanical Engineering or Aerospace Engineering;
Possess knowledge of Mechanical Design (NX experience preferred), FEA, Design of Experiment (optional);
Are proactive and have a hands-on mentality;
Have good communication skills in English (verbal and written).
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00318075-mechanical-engineering-internship-hard-ducting-in-designs-7ca7ef9ca04f9bf31e67b4d4e64202
ASML Taiwan 台灣艾司摩爾,Information Sciences | Technology internship: training material optimization,"Introduction
The Defectivity & Optics Lifetime Performance department consists of multiple groups focused on Defectivity Analysis. Defectivity analysis focusses on analyzing and troubleshooting ASML scanner performance limitations due to defects inside the scanner on wafers, reticles and scanner parts that are critical for the final product (chip). In the Defectivity Metrology & Software group we work on detecting, analyzing and repairing/preventing polluting defects in ASML scanner products, both by using defect metrology and by developing defectivity software. One part of the group provides/guides the presence of hardware equipment needed to detect and measure wafer and reticle (mask) defects.  The other part of the group develops software data analysis software, data pipelines and dashboards used by defectivity engineers/analysts to support analysis and understanding of found defects. The challenge is the continued search for ever smaller particles/pollutants to measure, analyze and interpret.
Your Assignment
To ensure the effective use of the data analysis software and techniques developed by our group within ASML, it is essential to have high-quality training materials available. A lot of material is available, but it is not always structured, adjusted to the audience, or made available on the ASML learning platforms. Your assignment will be to increase the impact of our group by updating and creating training material that will be made available for all ASML engineers.
The main objectives of this assignment are the following:
Get familiar with the software and techniques that are developed within our group;
Get familiar with the different types and levels of stakeholders that use our software and techniques;
Make an inventory of the available training material and of the gaps;
Improve existing training materials and make them available on the ASML learning platform;
Create new training material when needed. This can include articles, presentations, movies, pop quizzes, etc;
The focus of this internship is not so much on the technical content, although a basic understanding of the topics will be needed to create the materials.
This is a Bachelor apprentice internship for 4 to 6 months, 4-5 days per week (3 days onsite). The start date of this internship is around September 2025 or earlier.
Your Profile
To be a fit for this assignment, you:
Are busy with your bachelor's in Information Sciences, Technology, Management, or relevant;
Are able to create presentations, videos, materials;
Are interested in joining a multidisciplinary team and work in a technical environment;
Have good communication skills in English (verbal and written).
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319126-information-sciences-technology-internship-training-mate-acec84e11f8c2b94fa954b24d1d980
ASML Taiwan 台灣艾司摩爾,Project Management | Finance Internship: Portfolio and Vendor Operations Support,"Introduction
The ASML Legal Operations and Strategy Execution Team is part of the global and fast growing ASML Legal & Compliance (L&C) Department. Our main goals are related to empowering L&C in operating “like a business”, driving efficiency and demonstrating performance. Leading the L&C Strategy execution and driving the achievement of the goals and the implementation of the team vision. Additionally, it is important for L&C to act as a trusted advisor within the L&C team, enabling the improvement of work culture, teamwork, procedures, tools, and technology, enabling alignment and establishing identity. As an intern, you will get the chance to be a part of a fascinating and evolving new area within the Legal & Compliance domain. The internship offers an exciting opportunity to gain hands-on experience and focus on supporting legal operations management related activities.
Your Assignment
You will focus on the following key responsibilities:
Participate in the development, optimization, overall translation, and implementation of the ASML Legal Operations and Strategy Execution Framework;
Support the ASML Legal Operations and Strategy Execution team in the organization of events and team meetings;
Support in structuring and monitoring various ASML Legal Operations and Strategy Execution related projects, including regular creation of progress reports and dashboards;
Track the execution of tasks and report over completion and delays;
Assist with finance and business administration tasks (invoices, budgets) and vendor management tasks;
Handle potential additional administrative tasks in order to enable the Legal Operations and Strategy Execution Team.
This is a bachelor or master
apprentice
internship
for at least 6 months for minimum 4 days a week (2-3 days onsite). The start date of this internship is as soon as possible (ideally beginning of July).
Your profile
To be a fit this assignment, you:
Are a bachelor or master student in Business Administration, Finance, Project Management or similar;
Have strong organizational skills with the ability to prioritize effectively under pressure;
Are tech-savy, analytical oriented and have knowledge of working with PowerBI;
Have an interest in finance;
Handy with MS Office applications such as Word, Excel and PowerPoint;
Have great communication skills in English, both written and verbally.
Other requirements you need to meet
You are enrolled at an educational institute
for the entire duration of the internship
;
You need to be located in the Netherlands to be perform your internship. In case you ‘re currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate.
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319656-project-management-finance-internship-portfolio-and-vend-271ad5feec74f9422324ea3855d863
ASML Taiwan 台灣艾司摩爾,Business Analytics | Industrial Engineering internship: connecting customer needs to analytics solut,"Introduction
The ASML Business Engineers support the EUV Factory staff(s) by delivering data insights and advice to realize the factory targets. Our team, the Business Intelligence and Analytics (BI&A), assists the EUV factory in making dashboards used for business-critical decisions that allow our facilities to respond to the dynamic semiconductor market and improve operational performance. Given the increased attention on data-driven decision-making, over 2000 potential ""internal"" customers may have questions that this team can answer with the available reporting. However, given the variety and complexity of the questions and the reports, the customers do not always find the right solution that is already available.
Your Assignment
The goal of this internship is to optimally direct our users to the right (existing) solution that can help them answer their questions. To do that, you will first have to clearly define the problem statement and the root causes of the problem. After that, determining the solution direction is also part of the assignment. Regarding the solution direction, we are curious if AI can help us solve the problem we’re facing.
Some of your tasks in this internship will involve:
Understand the diverse types of Spotfire dashboards that our team maintains;
Understand the needs/use cases of our various internal customers;
Investigate best practices on how to improve the findability/visibility of the current dashboards;
Propose a solution (e.g. software tool/AI chatbot/SharePoint page) and discuss it with the team;
If time allows, create and implement the solution/direction that can be used by the internal customers.
This is a Master apprentice internship for around 6 months, minimum 4 days per week (3 days onsite). The start date of this internship is around September 2025.
Your Profile
To be a fit for this assignment, you:
Are pursuing a Master's in ICT and Business, Business Analytics, Industrial Engineering, Data Science, or related;
Possess some experience with Excel, Spotfire, Tableau and/or PowerBI;
Possess an out-of-the-box thinking mentality;
Have an analytical mindset and a can-do attitude;
Enjoy creating structure in a dynamic environment;
Have good communication skills in English (verbal and written).
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319544-business-analytics-industrial-engineering-internship-con-f41ae98eafbd61932da77f80cb63bd
ASML Taiwan 台灣艾司摩爾,Computer science internship: continuous integration/continuous delivery,"Introduction
The principles of software engineering, automation and data analysis are extremely important to understand and enable the decision making in ASML software organization. It would help the software management to structurally solve the issues, deploy the preventive measures and make effective decisions.
Do you want to apply
software engineering
techniques to support the ASML software organization for further decision making and upstreaming the technical solutions ? Do you get excited to automate things around you to bring the efficiency at wider scale?
Do you have the technical background and social skills to work in a multidisciplinary cross-sector team of professionals? Do you see the big picture without missing the important details? Then we want to get in touch with you.
Your assignment
The intern will join a team of developers responsible for optimizing the software integration process for a major ASML scanner subsystem.
To work on real testing projects under the guidance of the lead tester and feature integrator.
To practice automation tasks, setting up pipelines with Jenkins and GitHub actions.
To run tests to cover specific functionalities and identify possible problems.
To analyze the application under test and identify its functionalities and gaps in testing.
To study and apply best practices in the domain of testing and provide recommendations for improving coverage.
Your mission will be:
To translate the requirements into code.
To work together with your Lead/Mentor and the stakeholders.
To develop insightful metrics, dashboards, reports and insights for the business leadership.
To automate day to day manual activities within team/projects to improve efficiency and upstream the technical solutions.
Your profile
To be a great match for this internship you:
Are a graduating bachelor student or a master apprentice/graduation student in computer science/engineering, information technology or a related field.
Have a good understanding of C, C++ and Python.
Preferably have some previous experience with Jenkins and GitHub Actions.
Are looking for an environment where your technical skills will be enhanced and your ideas will be put to the test and you want to be a part of a dynamic and challenging environment that leaves no room for errors in the live environment.
Have exceptional communication skills – you like to be involved in technical debates, you are not afraid to discuss technical aspects with your Lead.
This is a bachelor graduation or master apprentice/graduation internship for a minimum of 6 months, for 4 to 5 days per week (at least 3 days onsite). The start date of this internship is as soon as possible.
Other requirements you need to meet
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
This position requires access to controlled technology, as defined in the
United States
Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with candidates who are immediately eligible to access controlled technology.
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319379-computer-science-internship-continuous-integration-continu-60417cba6f599e847a4d65a524016d
ASML Taiwan 台灣艾司摩爾,Technical Business Administration internship: investigating flow line best practices,"Introduction
Within the Module Build Subs department we produce several modules for customers both within and outside of the Twinscan Factory. We refurbish returned modules for external customers, and we also deliver tool wafers and reticles for our customers to successfully set up their systems. Our department is built up of 5 different teams with a total operational scope of about 60 employees.
Your Assignment
The Twinscan Factory is always looking for solutions to improve the quality of operations and to gain efficiency in processes. We aim to achieve higher output capability of systems to best serve end customers. To enable this, it was decided to invest some time and resources into focusing on improving a few model areas within the factory. Module Build Subs is not included in the model areas but is looking for improvements which already can be adopted in the current way of working. Hence, this internship's goal is to investigate the best practices in regards to flow line. The guiding question of this internship assignment therefore is: "" What can we already learn and implement from today's best practices to prepare our department for tomorrow?"". These practices can be later used in other departments.
Some of your main tasks will include:
Investigate best practices within ASML in regards to flow line;
Connect with stakeholders to discuss best practices;
Analyze data to calculate expected improvements in efficiency;
Document your findings and present your advice;
Utilize data to showcase the valued added of your recommendation;
If time allows, implement the recommended advice.
This is a Bachelor/Master apprentice internship for around 6 to 9 months, working 4-5 days per week (3 days onsite). The start date of this internship is around September 2025.
Your profile
To be a fit for this assignment, you:
Are busy with your bachelor's/master's in Technical Business Administration, Operations Management, Industrial Engineering or related;
Are enthusiastic about working with data;
Are proactive and have a hands-on mentality;
Have good communication skills in English (verbal and written).
Other requirements you need to meet:
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319290-technical-business-administration-internship-investigating-d0e7b2a9f89baa8365576fba70f0e5
ASML Taiwan 台灣艾司摩爾,Data science | computer science internship: AI and LLM for diagnostics,"Introduction
ASML maintains an extensive collection of diagnostic documents called PCS that detail the Problem, Cause, and Solution faced by our engineers while Installing or Servicing the machines. While these documents contain valuable diagnostic information, their unstructured format makes it challenging to scale and standardize diagnostic procedures. A better alternative is an executable diagnostic process called DDFs which offers a more consolidated and structured approach by using dynamic flowcharts to guide engineers through a sequence of actions to identify the failure cases.  As our install base and engineer workforce increases, providing service actions in a guided way compared to relying on the engineer's ability to find the correct PCS becomes even more significant. Leveraging our existing PCS to DDF can also help us unlock valuable data mining opportunities, enabling us to understand which PCSs are more used, successful, or relevant ultimately leading to improved and more leaner knowledge base management.
Your assignment
This internship project focuses on developing an intelligent system to automate the conversion of legacy Problem-Cause-Solution (PCS) documents into structured Deterministic Diagnostic Flow (DDF) documents using LLMs. The project aims to streamline diagnostic processes while leveraging the existing organizational knowledge.
Generate diagnostic questions and service action from PCS documents using LLMs. Compare LLMs performance against other baseline models. If necessary, fine tune LLMs using ASML specific data to improve performance. Evaluate the LLMs performance for the question generation problem using standard evaluation techniques. Scaling system to handle large number of PCS documents. Stretch Goal: Constructing control matrix on the questions generated to lead to unique failure modes
Your profile
To be a great match for this internship you:
Are a graduating master student in Computer Science, Data Science, Machine Learning or a similar field.
Are enthusiastic about GenAI and LLMs or related technologies.
Have some basic knowledge of or familiarity with PyTorch and/or TensorFlow and are experienced in Python.
Are able to work independently and autonomously and are pro-active.
Have strong communication skills and are fluent in English (verbal and written).
This is a master graduation internship for a minimum of 6 months, for 4 to 5 days per week (at least 3 days onsite). The start date of this internship is September 2025.
Other requirements you need to meet
You are enrolled at an educational institute
for the entire duration of the internship;
You are located in the Netherlands to perform your internship. In case you are currently living/studying outside of the Netherlands, your CV/motivation letter includes the willingness to relocate;
If you are a non-EU citizen, studying in the Netherlands, your university is willing to sign the documents relevant for doing an internship (i.e., Nuffic agreement).
Diversity and inclusion
ASML is an Equal Opportunity Employer that values and respects the importance of a diverse and inclusive workforce. It is the policy of the company to recruit, hire, train and promote persons in all job titles without regard to race, color, religion, sex, age, national origin, veteran status, disability, sexual orientation, or gender identity. We recognize that diversity and inclusion is a driving force in the success of our company.
Need to know more about applying for a job at ASML? Read our
frequently asked questions
.",[],https://www.cake.me/companies/ASML-Taiwan/jobs/j00319227-data-science-computer-science-internship-ai-and-llm-for-ff0f93ad1303e852d0138549b7bc7e
